Function Name, Cumulative Stack Size, Branch Type
"AudioEncSvc_NotifyPeerSvcWithMediaFmtUpdate(AudioEncSvc_t*, unsigned long, unsigned long, unsigned short*, unsigned short)",816,Recursive
"avsync_lib_set_immediate_localstc_starttime(void*, unsigned long long, unsigned long long)",816,Recursive
"capi_v2_compressed_latency_create_delay_buf(capi_v2_compressed_latency_t*)",816,Recursive
"ultrasound_proc_svc_allocate_rx_out_buffers(ultrasound_proc_svc_t*, unsigned long)",816,Recursive
"afe_port_alloc_resources_for_loopback_module(afe_dev_port*)",816,Recursive
"ultrasound_enc_svc_signal_detect_mode_handler(ultrasound_enc_svc_t*, elite_msg_any_t*)",816,Recursive
"ultrasound_proc_svc_copy_tx_data_to_circ_buffers(ultrasound_proc_svc_t*, elite_msg_data_buffer_t*)",816,Recursive
"ultrasound_proc_gesture_svc_queue_frame_data_buffer(ultrasound_proc_gesture_svc_t*, qurt_elite_bufmgr_node_t*)",816,Recursive
"ultrasound_proc_svc_allocate_rx_pattern_sync_free_form(ultrasound_proc_svc_t*)",816,Recursive
"capi_v2_dynamic_resampler_alloc_and_generate_coef_matrix(capi_v2_dynamic_resampler*)",816,Recursive
"max_out_pm(_adsp_dynamic_loader_t*, unsigned char)",816,Recursive
"capi_v2_end(adsp_amdb_node_t*)",816,Recursive
"usm_workloop(void*)",816,Recursive
"AudPP_SetParam(void*, elite_msg_any_t*)",816,Recursive
"MtMx_PspdGetMsg(qurt_elite_queue_t*, elite_msg_any_t*)",816,Recursive
"capi_v2_aig_end(capi_v2_t*)",816,Recursive
"afe_i2s_write_dma(void*, unsigned char*, unsigned long*)",816,Recursive
"afe_pcm_write_dma(void*, unsigned char*, unsigned long*)",816,Recursive
"capi_v2_mbdrc_end(capi_v2_t*)",816,Recursive
"vprx_calc_offsets(void*)",816,Recursive
"vprx_get_kpps_cmd(void*, elite_msg_any_t*)",816,Recursive
"vprx_reset_output(void*)",816,Recursive
"vptx_calc_offsets(void*)",816,Recursive
"vptx_get_kpps_cmd(void*, elite_msg_any_t*)",816,Recursive
"vptx_is_supported(unsigned long, unsigned long, unsigned long, unsigned short, unsigned long, unsigned long)",816,Recursive
"afe_clk_set_enable(DalDeviceHandle*, unsigned long, generic_clk_cfg_info*)",816,Recursive
"destroy_dst_handle(imc_dest_info_t*)",816,Recursive
"lsm_mmpm_kbps_vote(lsm_mmpm_info_t*, unsigned long)",816,Recursive
"vdec_get_param_cmd(void*, elite_msg_any_t*)",816,Recursive
"venc_get_param_cmd(void*, elite_msg_any_t*)",816,Recursive
"venc_set_voc_param(void*, elite_msg_any_t*)",816,Recursive
"vprx_get_delay_cmd(void*, elite_msg_any_t*)",816,Recursive
"vprx_get_param_cmd(void*, elite_msg_any_t*)",816,Recursive
"vprx_set_param_cmd(void*, elite_msg_any_t*)",816,Recursive
"vptx_get_delay_cmd(void*, elite_msg_any_t*)",816,Recursive
"vptx_get_param_cmd(void*, elite_msg_any_t*)",816,Recursive
"adsp_amdb_node_free(void*, hash_node*)",816,Recursive
"capi_v2_efr_dec_end(capi_v2_t*)",816,Recursive
"capi_v2_efr_enc_end(capi_v2_t*)",816,Recursive
"capi_v2_limiter_end(capi_v2_t*)",816,Recursive
"capi_v2_tty_enc_end(capi_v2_t*)",816,Recursive
"mp3_dec_capi_v2_end(capi_v2_t*)",816,Recursive
"topo_module_destroy(_module_info*, topo_buf_manager*)",816,Recursive
"vdec_set_timing_cmd(void*, elite_msg_any_t*)",816,Recursive
"vptx_reinit_circbuf(void*)",816,Recursive
"capi_v2_dtmf_gen_end(capi_v2_t*)",816,Recursive
"topo_destroy_modules(unsigned long, _module_info*, topo_buf_manager*)",816,Recursive
"vdec_config_host_pcm(void*, elite_msg_any_t*)",816,Recursive
"venc_config_host_pcm(void*, elite_msg_any_t*)",816,Recursive
"vprx_unsupported_cmd(void*, elite_msg_any_t*)",816,Recursive
"vtm_soft_vfr_handler(void*)",816,Recursive
"amdb_client_node_free(void*, hash_node*)",816,Recursive
"capi_v2_voice_hpf_end(capi_v2_t*)",816,Recursive
"topo_graph_free_graph(topo_graph_t*)",816,Recursive
"vdec_set_timingv2_cmd(void*, elite_msg_any_t*)",816,Recursive
"vprx_set_timingv2_cmd(void*, elite_msg_any_t*)",816,Recursive
"vptx_set_timingv2_cmd(void*, elite_msg_any_t*)",816,Recursive
"vptx_set_timingv3_cmd(void*, elite_msg_any_t*)",816,Recursive
"AudPP_PrintMediaFormat(_ThisAudDynaPPSvc_t const*, _AdspAudioMediaFormatInfo_t const*, unsigned char, unsigned long)",816,Recursive
"afe_i2s_get_properties(void*, unsigned long, signed char*, unsigned long)",816,Recursive
"afe_slimbus_driver_end(afe_dev_port*)",816,Recursive
"afe_tdm_get_properties(void*, unsigned long, signed char*, unsigned long)",816,Recursive
"hp_mp3_dec_capi_v2_end(capi_v2_t*)",816,Recursive
"vprx_free_proc_buf_mem(vprx_t*)",816,Recursive
"capi_v2_sample_slip_end(capi_v2_t*)",816,Recursive
"capi_v2_sample_slip_end(capi_v2_t*)",816,Recursive
"afe_reconfig_i2s_bit_clk(DalDeviceHandle*, unsigned long, generic_clk_cfg_info*)",816,Recursive
"vprx_start_oneshot_timer(vprx_t*, unsigned short)",816,Recursive
"vptx_connect_rx_peer_cmd(void*, elite_msg_any_t*)",816,Recursive
"combo_mp3_dec_capi_v2_end(capi_v2_t*)",816,Recursive
"AudPP_topo_bandwidth_event(topo_event_client_t*, unsigned long)",816,Recursive
"adsp_amdb_node_release_int(adsp_amdb_node_t*, unsigned char)",816,Recursive
"capi_v2_voice_iir_mic1_end(capi_v2_t*)",816,Recursive
"capi_v2_voice_iir_mic2_end(capi_v2_t*)",816,Recursive
"capi_v2_voice_iir_mic3_end(capi_v2_t*)",816,Recursive
"capi_v2_voice_iir_mic4_end(capi_v2_t*)",816,Recursive
"capi_v2_voice_resampler_end(capi_v2_t*)",816,Recursive
"topo_update_chain_bandwidth(topo_struct*)",816,Recursive
"vptx_connect_dwn_stream_cmd(void*, elite_msg_any_t*)",816,Recursive
"capi_v2_lib_mem_mapper_unmap(elite_lib_mem_mapper_t*, unsigned long)",816,Recursive
"topo_graph_print_linear_topo(topo_graph_t const*, unsigned short, unsigned long)",816,Recursive
"vprx_resync_response_handler(void*)",816,Recursive
"audio_dec_svc_destroy_capi_v2(capi_v2_t**)",816,Recursive
"audio_enc_svc_destroy_capi_v2(capi_v2_t**)",816,Recursive
"topo_bg_realloc_internal_buff(topo_bg_internal_buff_t*, unsigned long, unsigned long, QURT_ELITE_HEAP_ID, unsigned long)",816,Recursive
"Adm_SendCmdToAsmSessionAndWait(unsigned long, elite_msg_any_t*)",816,Recursive
"AudioDecSvc_DestroyScratchBufs(AudioDecSvc_t*)",816,Recursive
"audio_enc_svc_capi_v2_callback(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",816,Recursive
"capi_v2_compressed_latency_end(capi_v2_t*)",816,Recursive
"capi_v2_efr_dec_get_properties(capi_v2_t*, capi_v2_proplist_t*)",816,Recursive
"capi_v2_efr_dec_set_properties(capi_v2_t*, capi_v2_proplist_t*)",816,Recursive
"capi_v2_voice_gain_dep_iir_end(capi_v2_t*)",816,Recursive
"vptx_disconnect_dwn_stream_cmd(void*, elite_msg_any_t*)",816,Recursive
"afe_clk_set_freq_divider_enable(DalDeviceHandle*, unsigned long, generic_clk_cfg_info*)",816,Recursive
"capi_v2_mfc_delete_module_chain(_mfc_module_chain_t**)",816,Recursive
"capi_v2_hw_resampler_end_buf_mgr(capi_v2_hw_resampler*)",816,Recursive
"capi_v2_voice_iir_mic1_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",816,Recursive
"capi_v2_voice_iir_mic2_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",816,Recursive
"capi_v2_voice_iir_mic3_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",816,Recursive
"capi_v2_voice_iir_mic4_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",816,Recursive
"vdec_set_oob_pkt_exchange_config(void*, elite_msg_any_t*)",816,Recursive
"venc_set_oob_pkt_exchange_config(void*, elite_msg_any_t*)",816,Recursive
"topo_bg_thread_destroy_buffer_mem(topo_bg_thread_struct_t*)",816,Recursive
"qurt_elite_memorymap_region_create(qurt_elite_memorymap_region_record_t*, qurt_mem_cache_mode_t, QURT_ELITE_MEMORYPOOLTYPE, unsigned int*, qurt_elite_memorymap_command)",816,Recursive
"VSM_utility_get_kpps_response_handler(vsm_session_object_t*)",816,Recursive
"audio_module_chain_wrapper_free_ports(module_info_t*)",816,Recursive
"voice_multichannel_circ_buf_pad_zeros(voice_multi_ch_circ_buf_t*, long, vptx_scratch_data_t*)",816,Recursive
"capi_v2_voice_volume_control_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",816,Recursive
"audio_module_chain_wrapper_event_callback(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",816,Recursive
"topo_internal_buf_destroy_internal_buffer(topo_struct*)",816,Recursive
"audio_module_chain_wrapper_destroy_stream_buf(_AudioModuleCapiWrapper_t*)",816,Recursive
"afe_pseudo_port_set_timer_for_fractional_rates(afe_dev_port*, short*, unsigned long)",816,Recursive
"ultrasound_proc_gesture_svc_custom_msg_handler(ultrasound_proc_gesture_svc_t*, elite_msg_any_t*)",816,Recursive
"elite_cmn_topo_db_process_check_remove_topology(elite_cmn_topo_db_internal_entry_t*, elite_cmn_topo_db_internal_entry_t*)",816,Recursive
"AudioStreamMgr_FindRxStreamSvcAndGenericDevNodes(AudioStreamMgr_SessionStateType*, AudioStreamMgr_StreamStateType*, ASM_GraphNodeIndex*, ASM_GraphNodeIndex*)",816,Recursive
"voice_volume_control_get_static_properties_internal(capi_v2_proplist_t*, capi_v2_proplist_t*)",816,Recursive
"AudPP_Run(void*, elite_msg_any_t*)",816,Recursive
"init_capi(hp_mp3_dec_capi_v2_t*)",816,Recursive
"CUsGestureLib::FreeAllocatedBuffers()",816,Recursive
"CUsGestureLib::End()",816,Recursive
"CUsProximityLib::FreeAllocatedBuffers()",816,Recursive
"CUsProximityLib::End()",816,Recursive
"CCapiUsDetectLib::FreeAllocatedBuffers()",816,Recursive
"CCapiUsDetectLib::End()",816,Recursive
"CCapiUsDetectLib::Init(CAPI_Buf_t*)",816,Recursive
"CCapiFreeFormEncoderLib::Process(CAPI_BufList_t const*, CAPI_BufList_t*, CAPI_Buf_t*)",816,Recursive
"CCapiEposStylusEncoderLib::Drop(CAPI_BufList_t const*)",816,Recursive
"CCapiEposStylusEncoderLib::Init(CAPI_Buf_t*)",816,Recursive
"CCapiEposStylusEncoderLib::ReInit(CAPI_Buf_t*)",816,Recursive
"CCapiEposStylusEncoderLib::Process(CAPI_BufList_t const*, CAPI_BufList_t*, CAPI_Buf_t*)",816,Recursive
"adsp_dynamic_loader_create",816,Recursive
"afe_audioif_mux_deinit",816,Recursive
"afe_audioif_mux_init",816,Recursive
"afe_capi_v2_destroy",816,Recursive
"afe_cdc_get_and_extract_pcm_levels_from_cdc",816,Recursive
"afe_clock_manager_reconfig_i2s_clk",816,Recursive
"afe_delete_cached_params_list",816,Recursive
"afe_dev_create_working_buffers",816,Recursive
"afe_dev_group_config_i2s_port",816,Recursive
"afe_dev_group_config_tdm_port",816,Recursive
"afe_dma_buff_copy",816,Recursive
"afe_dma_mgr_disable_clear_dma_int",816,Recursive
"afe_dma_mgr_resource_state_init",816,Recursive
"afe_driver_rt_proxy_init",816,Recursive
"afe_dynamic_thread_launch",816,Recursive
"afe_get_timing_stats",816,Recursive
"afe_hdmi14_driver_deinit",816,Recursive
"afe_i2s_driver_deinit",816,Recursive
"afe_lpass_core_clk_deinit",816,Recursive
"afe_mmpm_voting",816,Recursive
"afe_mmpm_voting.1.1_i32_16.2_i8_0.3_i8_1",816,Recursive
"afe_mmpm_voting.2.1_i32_16.2_i8_1.3_i8_1",816,Recursive
"afe_pcm_driver_deinit",816,Recursive
"afe_pop_suppressor_end",816,Recursive
"afe_port_compressed_client_voting_at_port_start",816,Recursive
"afe_port_dangergen_close",816,Recursive
"afe_port_deinit_limiter",816,Recursive
"afe_port_enable_feedback_path",816,Recursive
"afe_port_hw_mad_alloc_resources",816,Recursive
"afe_port_set_avsync_test_prv_module_params",816,Recursive
"afe_port_set_tdm_module_params",816,Recursive
"afe_rt_proxy_port_timer_adjustment",816,Recursive
"afe_rtppdm_init",816,Recursive
"afe_sb_read_multi_register",816,Recursive
"afe_set_rt_proxy_cfg",816,Recursive
"afe_set_slimbus_cfg",816,Recursive
"afe_slimbus_write",816,Recursive
"afe_tdm_driver_deinit",816,Recursive
"afe_topo_event_callback",816,Recursive
"afe_topo_stop",816,Recursive
"algo_data_logging_deinit",816,Recursive
"aud_create_stat_afe_svc",816,Recursive
"aud_dec_svc_delete_all_nodes",816,Recursive
"aud_dec_svc_event_delete_node",816,Recursive
"audio_enc_svc_get_init_time_properties",816,Recursive
"audio_module_chain_wrapper_destroy",816,Recursive
"audio_module_chain_wrapper_set_media_fmt",816,Recursive
"avtimer_drv_cancel_oneshot",816,Recursive
"avtimer_drv_delete",816,Recursive
"avtimer_drv_start_absolute",816,Recursive
"capi_v2_efr_dec_get_static_properties",816,Recursive
"capi_v2_efr_enc_get_static_properties",816,Recursive
"capi_v2_evs_enc_get_static_properties",816,Recursive
"capi_v2_g729ab_enc_get_static_properties",816,Recursive
"capi_v2_hr_dec_get_static_properties",816,Recursive
"capi_v2_hr_enc_get_static_properties",816,Recursive
"capi_v2_msiir_get_config_per_channel",816,Recursive
"capi_v2_pcm_enc_get_static_properties",816,Recursive
"capi_v2_pcm_fb_dec_get_static_properties",816,Recursive
"capi_v2_pcm_nb_dec_get_static_properties",816,Recursive
"capi_v2_pcm_swb_dec_get_static_properties",816,Recursive
"capi_v2_pcm_wb_dec_get_static_properties",816,Recursive
"capi_v2_rx_gain_get_static_properties",816,Recursive
"capi_v2_rx_volume_control_get_static_properties",816,Recursive
"capi_v2_slow_talk_get_static_properties",816,Recursive
"capi_v2_voice_fir_get_static_properties",816,Recursive
"capi_v2_voice_gain_dep_iir_get_static_properties",816,Recursive
"capi_v2_voice_hpf_get_static_properties",816,Recursive
"capi_v2_voice_iir_end",816,Recursive
"capi_v2_voice_iir_get_static_properties",816,Recursive
"capi_v2_voice_iir_mic1_get_static_properties",816,Recursive
"capi_v2_voice_iir_mic2_get_static_properties",816,Recursive
"capi_v2_voice_iir_mic3_get_static_properties",816,Recursive
"capi_v2_voice_iir_mic4_get_static_properties",816,Recursive
"capi_v2_voice_iir_mic_set_param",816,Recursive
"capi_v2_voice_resampler_get_static_properties",816,Recursive
"capi_v2_voice_soft_mute_get_static_properties",816,Recursive
"capi_v2_voice_volume_control_get_static_properties",816,Recursive
"capiv2_iec61937_pack_end",816,Recursive
"closeall",816,Recursive
"closedir",816,Recursive
"create_filt_mem",816,Recursive
"cvd_cal_apply_overwrite_na_rule",816,Recursive
"cvd_devcfg_parser_get_clock_and_bus_preempt_margin_config",816,Recursive
"cvd_mem_mapper_map_physical",816,Recursive
"elite_cmn_topo_db_deinit",816,Recursive
"elite_cmn_topo_db_deregister_all_custom_topologies",816,Recursive
"elite_cmn_topo_db_deregister_single_topology",816,Recursive
"elite_cmn_topo_db_get_topology",816,Recursive
"elite_cmn_topo_db_release_topology",816,Recursive
"elite_mem_map_get_shm_attrib",816,Recursive
"elite_svc_deinit_buf_queue",816,Recursive
"elite_svc_destroy_buf_queue",816,Recursive
"elite_svc_destroy_buf_queue__merged",816,Recursive
"err_inject_crash_diag",816,Recursive
"err_inject_crash_diag__merged",816,Recursive
"err_inject_crash_diag_uimg",816,Recursive
"event_report_payload",816,Recursive
"event_report_payload_ext",816,Recursive
"fastrpc_uprocess_deinit",816,Recursive
"free_alloc_memory",816,Recursive
"fwrite",816,Recursive
"hTnJtCtCCnh6JaCaT2CanH",816,Recursive
"hal_audioif_common_init",816,Recursive
"hal_dma_init_type0_v7",816,Recursive
"hal_hdmi14_init",816,Recursive
"hal_i2s_init_v3",816,Recursive
"hal_pcm_init_v2",816,Recursive
"hal_tdm_init_v1",816,Recursive
"imc_dest_deregister",816,Recursive
"imc_dest_pop_buf",816,Recursive
"imc_dest_return_buf",816,Recursive
"imc_src_close_connection",816,Recursive
"imc_src_deregister",816,Recursive
"imc_src_open_comm",816,Recursive
"imc_src_pop_buf",816,Recursive
"imc_src_push_buf",816,Recursive
"imc_src_register",816,Recursive
"isalnum",816,Recursive
"isalpha",816,Recursive
"isblank",816,Recursive
"iscntrl",816,Recursive
"isdigit",816,Recursive
"isgraph",816,Recursive
"islower",816,Recursive
"isprint",816,Recursive
"ispunct",816,Recursive
"isspace",816,Recursive
"isupper",816,Recursive
"iswalnum",816,Recursive
"iswalpha",816,Recursive
"iswblank",816,Recursive
"iswcntrl",816,Recursive
"iswctype",816,Recursive
"iswdigit",816,Recursive
"iswgraph",816,Recursive
"iswlower",816,Recursive
"iswprint",816,Recursive
"iswpunct",816,Recursive
"iswspace",816,Recursive
"iswupper",816,Recursive
"iswxdigit",816,Recursive
"isxdigit",816,Recursive
"mTnJtCXCTnnVmCCaTaCanH",816,Recursive
"msg_v2_send_var",816,Recursive
"mvm_action_calculate_timing_offsets",816,Recursive
"mvm_calculate_timing_offsets",816,Recursive
"nJtCtGtT4T2U2hHt24TH",816,Recursive
"osal_create_thread",816,Recursive
"pthread_detach",816,Recursive
"pthread_mutex_init",816,Recursive
"puts",816,Recursive
"putw",816,Recursive
"q_destroy",816,Recursive
"qurt_elite_adsppm_wrapper_max_out_pm",816,Recursive
"qurt_elite_bufmgr_create",816,Recursive
"qurt_elite_bufmgr_destroy",816,Recursive
"qurt_elite_channel_delete",816,Recursive
"qurt_elite_interrupt_register",816,Recursive
"qurt_elite_memory_heapmgr_delete",816,Recursive
"qurt_elite_memorymap_add_remove_pool_page",816,Recursive
"qurt_elite_memorymap_shm_mem_map",816,Recursive
"qurt_elite_memorymap_unregister",816,Recursive
"qurt_elite_queue_destroy",816,Recursive
"qurt_elite_thread_launch",816,Recursive
"qurt_elite_timer_delete",816,Recursive
"qurt_elite_timer_oneshot_start_duration",816,Recursive
"rs_mmpm_deregister",816,Recursive
"sample_rate_conv_deinit",816,Recursive
"sd_drift_calc_destroy",816,Recursive
"servreg_free_monitor_handle",816,Recursive
"setbuf",816,Recursive
"setvbuf",816,Recursive
"slimbus_qmi_service_thread",816,Recursive
"sp_rx_register_logging",816,Recursive
"sp_th_vi_lib_destroy",816,Recursive
"srand",816,Recursive
"strcoll",816,Recursive
"stream_router_svc_check_recreate_out_buf",816,Recursive
"stream_router_svc_get_avsync_params",816,Recursive
"stream_router_svc_init_in_buffer_queue",816,Recursive
"stream_router_svc_process_kpps_bw",816,Recursive
"stream_router_svc_process_kpps_bw.1.1_i8_0.2_i8_0",816,Recursive
"stress_test_task",816,Recursive
"tCPnTJTVhT2G6f24TH",816,Recursive
"tCTnTJV4Ha2toH24TH",816,Recursive
"tCXnTJ2Hm62qnT24TH",816,Recursive
"tChnTJXTGnCUTCCanH",816,Recursive
"timer_client_init",816,Recursive
"tms_diag_send_generic_response",816,Recursive
"tolower",816,Recursive
"topo_destroy",816,Recursive
"topo_stop",816,Recursive
"toupper",816,Recursive
"towctrans",816,Recursive
"towlower",816,Recursive
"towupper",816,Recursive
"tracer_diag_pkt_handler_ext",816,Recursive
"trampoline_4_for_elite_svc_destroy_buf_queue",816,Recursive
"u2g_client_migrate",816,Recursive
"u2g_deinit",816,Recursive
"usm_apr_router_register_data_q",816,Recursive
"usm_session_create_all",816,Recursive
"usm_util_wait_for_ack",816,Recursive
"usm_util_wait_for_ack_and_get_msg",816,Recursive
"vccm_mmpm_request_clocks",816,Recursive
"vfr_driver_calc_drift_updates",816,Recursive
"voice_cmn_check_align_size",816,Recursive
"voice_release_topo_information",816,Recursive
"voice_update_topo_information",816,Recursive
"wcscoll",816,Recursive
"AudioStreamMgr_CreateAllSessionStates",808,Recursive
"Diag_LSM_RxThread",808,Recursive
"MtMx_SetDefaultRenderWindows",808,Recursive
"_Frprep",808,Recursive
"_Strerror",808,Recursive
"hashtable_init(hashtable*, int, int, void (*)(void*, hash_node*), void*)",808,Recursive
"dtmf_gen_cb_func(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",808,Recursive
"capi_v2_hpcm_cb_func(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",808,Recursive
"acdb_file_reader_seek(void*, unsigned long, unsigned long)",808,Recursive
"mem_blob_reader_create(mem_blob_reader_t**, void*, unsigned long)",808,Recursive
"capi_v2_tty_enc_cb_func(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",808,Recursive
"capi_v2_limiter_init_lib(capi_v2_limiter_t*)",808,Recursive
"afe_port_dtmf_config_init(afe_dev_port*, afe_dtmf_config*)",808,Recursive
"vptx_modules_set_param_int(vptx_t*, unsigned long, unsigned short, unsigned long, void*, unsigned long)",808,Recursive
"voice_topo_get_module_info_tx(vptx_t*, unsigned long, unsigned short, unsigned long, voice_capi_module_t**)",808,Recursive
"vptx_check_set_internal_param(vptx_t*)",808,Recursive
"afe_cdc_dev_cfg_write_int_mask(unsigned short, unsigned short)",808,Recursive
"afe_cdc_dev_cfg_write_int_mask(unsigned short, unsigned short) (.1.1_i16_0)",808,Recursive
"ultrasound_enc_svc_run_handler(ultrasound_enc_svc_t*, elite_msg_any_t*)",808,Recursive
"afe_cdc_dev_cfg_write_int_clear(unsigned short)",808,Recursive
"equalizer_set_new_config_for_xfade(capi_v2_p_eq*)",808,Recursive
"capi_v2_iir_mbdrc_init_default_config(capi_v2_iir_mbdrc_t*, unsigned char)",808,Recursive
"capi_v2_soft_vol_set_multichannel_gain(capi_v2_soft_vol*, audproc_volume_ctrl_multichannel_gain_t*)",808,Recursive
"vptx_set_mute_cmd(void*, elite_msg_any_t*)",808,Recursive
"capi_v2_aig_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",808,Recursive
"capi_v2_drc_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",808,Recursive
"capi_v2_hpcm_get_properties(capi_v2_t*, capi_v2_proplist_t*)",808,Recursive
"capi_v2_sample_slip_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",808,Recursive
"capi_v2_voice_hpf_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",808,Recursive
"capi_v2_store_function_names(adsp_amdb_node_t*, char const*, char const*)",808,Recursive
"capi_v2_tty_enc_get_properties(capi_v2_t*, capi_v2_proplist_t*)",808,Recursive
"capi_v2_dtmf_gen_get_properties(capi_v2_t*, capi_v2_proplist_t*)",808,Recursive
"capi_v2_iir_mbdrc_reinit_library(capi_v2_iir_mbdrc_t*, unsigned char)",808,Recursive
"capi_v2_sample_slip_get_properties(capi_v2_t*, capi_v2_proplist_t*)",808,Recursive
"Adm_DC_AddPrimaryCoppToSessionIDMap(AdmStaticSvc*, unsigned long, unsigned short, unsigned long, adm_client_type_t)",808,Recursive
"capi_v2_voice_gain_dep_iir_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",808,Recursive
"capi_v2_voice_resampler_get_properties(capi_v2_t*, capi_v2_proplist_t*)",808,Recursive
"capi_v2_voice_soft_mute_get_properties(capi_v2_t*, capi_v2_proplist_t*)",808,Recursive
"Adm_DC_RemovePrimaryCoppFromSessionIDMap(AdmStaticSvc*, unsigned long, unsigned long, adm_client_type_t)",808,Recursive
"Adm_DC_RemovePrimaryCoppFromSessionIDMap(AdmStaticSvc*, unsigned long, unsigned long, adm_client_type_t) (.1.1_i32_0)",808,Recursive
"capi_v2_voice_volume_control_get_properties(capi_v2_t*, capi_v2_proplist_t*)",808,Recursive
"CUsGestureLib::Process(CAPI_BufList_t const*, CAPI_BufList_t*, CAPI_Buf_t*)",808,Recursive
"CUsProximityLib::Process(CAPI_BufList_t const*, CAPI_BufList_t*, CAPI_Buf_t*)",808,Recursive
"__cxa_finalize",808,Recursive
"__cxa_finalize_stub",808,Recursive
"__register_frame_info_bases",808,Recursive
"__registerx",808,Recursive
"_init",808,Recursive
"afe_hw_mad_dc_codec_sequence",808,Recursive
"afe_sb_get_logical_addr",808,Recursive
"afe_swmad_init_data",808,Recursive
"capi_v2_hpcm_device_rx_get_static_properties",808,Recursive
"capi_v2_hpcm_device_tx_get_static_properties",808,Recursive
"capi_v2_hpcm_stream_rx_get_static_properties",808,Recursive
"capi_v2_hpcm_stream_tx_get_static_properties",808,Recursive
"capi_v2_msiir_get_pregain_per_channel",808,Recursive
"cop_pack_create",808,Recursive
"cvd_vfr_call",808,Recursive
"diag_LSM_stresstest_cleanup_cb",808,Recursive
"dog_qdi_init",808,Recursive
"ecvt",808,Recursive
"err_inject_crash_initiate",808,Recursive
"event_report",808,Recursive
"event_report_core",808,Recursive
"event_report_payload_core",808,Recursive
"fastrpc_mem_init",808,Recursive
"fastrpc_uprocess_alloc",808,Recursive
"hdestroy",808,Recursive
"internal_map_name",808,Recursive
"internal_map_name",808,Recursive
"internal_map_name",808,Recursive
"mkstemp",808,Recursive
"mvm_create_sequencer_job_object",808,Recursive
"mvm_create_sequencer_job_object.1.0",808,Recursive
"perror",808,Recursive
"pthread_cond_destroy",808,Recursive
"pthread_cond_init",808,Recursive
"qdss_qmi_ctrl_svc_task",808,Recursive
"rce_init",808,Recursive
"rcecb_create_name",808,Recursive
"rcecb_getregistrants_name",808,Recursive
"rcecb_init",808,Recursive
"rcecb_register_name",808,Recursive
"rcecb_register_parm0_name",808,Recursive
"rcecb_register_parm0_name__merged",808,Recursive
"rcecb_signal_name_timetick",808,Recursive
"rcesn_create_name",808,Recursive
"rcesn_init",808,Recursive
"rcevt_create_name",808,Recursive
"rcevt_getcount_name",808,Recursive
"rcevt_getregistrants_name",808,Recursive
"rcevt_init",808,Recursive
"rcevt_signal_name",808,Recursive
"remote_heap_mgr_deinit",808,Recursive
"servreg_alloc_monitor_handle",808,Recursive
"servreg_loc_init_task",808,Recursive
"servreg_notif_worker_task",808,Recursive
"servreg_service_queue",808,Recursive
"servreg_set_ack",808,Recursive
"servreg_set_state",808,Recursive
"stream_router_svc_fill_pause_burst",808,Recursive
"strerror",808,Recursive
"tdelete",808,Recursive
"tftp_connection_connect",808,Recursive
"tftp_connection_get_data",808,Recursive
"tftp_connection_send_data",808,Recursive
"tftp_protocol_connect_remote_addr",808,Recursive
"tftp_protocol_send_errno_as_error_packet",808,Recursive
"tftp_protocol_send_error_packet",808,Recursive
"2HJXUCT4HHT2t2fT4VnqavTX",800,Recursive
"7TnJtC2U3tC9TH",800,Recursive
"7TnJtC2UDtC9TH",800,Recursive
"ASM_MemMapHandler",800,Recursive
"ASM_MemMapHandler.1.3_i8_0",800,Recursive
"Adm_DirectStreamConnect",800,Recursive
"Adm_ResetCompressedSessionMappingMask",800,Recursive
"Adm_ResetSessionMappingMask",800,Recursive
"Adm_ResetSessionMappingMask.1.2_i32_0",800,Recursive
"Adm_SessionStreamIDToIndex",800,Recursive
"Adm_SessionStreamIDToIndex.1.1_i16_0",800,Recursive
"Adm_SessionStreamIDToIndex.1.1_i16_1",800,Recursive
"Adm_UpdateCompressedSessionMappingMask",800,Recursive
"Adm_UpdateSessionMappingMask",800,Recursive
"AdspCoreSvc_Internal_Init",800,Recursive
"Adspfatalerr_Init_Client",800,Recursive
"AudioDecSvc_CheckCreateScratchBufs",800,Recursive
"AudioDecSvc_CreateInpDataQ",800,Recursive
