Function Name, Cumulative Stack Size, Branch Type
"sleepNPA_initialize",952,Recursive
"smem_targ_init",952,Recursive
"sysmon_usleep_callback",952,Recursive
"timer_task",952,Recursive
"timer_task_init",952,Recursive
"xport_qmp_tx_cmd_ch_close",952,Recursive
"xport_smem_send_cmd",952,Recursive
"xport_smem_send_cmd.1.2_i32_0.3",952,Recursive
"xport_smem_send_event",952,Recursive
"xport_smem_tx",952,Recursive
"xport_smem_tx_cmd_ch_close",952,Recursive
"xport_smem_tx_cmd_ch_open",952,Recursive
"xport_smem_tx_cmd_ch_open_ch_migration_feature",952,Recursive
"xport_smem_tx_cmd_ch_remote_close_ack",952,Recursive
"xport_smem_tx_cmd_ch_remote_open_ack",952,Recursive
"xport_smem_tx_cmd_ch_remote_open_ack_ch_migration_feature",952,Recursive
"xport_smem_tx_cmd_ch_remote_open_ack_ch_migration_feature__merged",952,Recursive
"xport_smem_tx_cmd_local_rx_done",952,Recursive
"xport_smem_tx_cmd_local_rx_intent",952,Recursive
"xport_smem_tx_cmd_remote_rx_intent_req_ack",952,Recursive
"xport_smem_tx_cmd_rx_intent_req",952,Recursive
"xport_smem_tx_cmd_rx_intent_req__merged",952,Recursive
"xport_smem_tx_cmd_set_sigs",952,Recursive
"xport_smem_tx_cmd_version",952,Recursive
"xport_smem_tx_cmd_version_ack",952,Recursive
"HAP_power_get",944,Recursive
"Hal_Init",944,Recursive
"QDSSGetVirtualAddr",944,Recursive
"bootstrap_rcinit_task",944,Recursive
"diag_mmpm_register",944,Recursive
"diagbuf_init",944,Recursive
"diagdiag_test_task",944,Recursive
"fdopen",944,Recursive
"fputwc",944,Recursive
"freopen",944,Recursive
"getopt",944,Recursive
"mem_pool_create_invocation",944,Recursive
"npa_target_init",944,Recursive
"putwc",944,Recursive
"putwchar",944,Recursive
"pwrdb_t32_process_commands",944,Recursive
"pwrdb_t32_task",944,Recursive
"qmi_fw_init",944,Recursive
"qurtos_exception_wait",944,Recursive
"qurtos_user_client_release",944,Recursive
"rcecb_signal_name",944,Recursive
"rfs_tftp_get_config",944,Recursive
"rfs_tftp_set_config",944,Recursive
"scanf",944,Recursive
"sleepHoldoff_registerRCinitCompletionEvent",944,Recursive
"sleepTarget_registerLPRs",944,Recursive
"tftp_client_init",944,Recursive
"therm_target_init",944,Recursive
"touch_file_open",944,Recursive
"vfscanf",944,Recursive
"wscanf",944,Recursive
"AM_WorkLoopThread",936,Recursive
"AxiCfgInt_Init",936,Recursive
"AxiCfgOs_GetProperty",936,Recursive
"Clock_InitImage",936,Recursive
"HVX_power_dtor",936,Recursive
"ProductsTimerFunc",936,Recursive
"QDI_Adsp_SysMon_Invocation",936,Recursive
"SysCacheInit",936,Recursive
"USleepMgr_Init",936,Recursive
"VAPSS_power_dtor",936,Recursive
"_Parse_fde_instr",936,Closed
"_Unwind_ForcedUnwind",936,Undetermined
"_Unwind_RaiseException",936,Undetermined
"_Unwind_Resume",936,Undetermined
"_Unwind_Resume_or_Rethrow",936,Undetermined
"get_context(_Unwind_Context*, _Cie_data*, _Fde_data*, unsigned long, unsigned long, unsigned long)",936,Closed
"do_unwind(_Unwind_Exception*, int, _Unwind_Reason_Code*)",936,Undetermined
"qc_loc_fw::log_setup_ulog(char const*, unsigned int)",936,Recursive
"adspmsgd_adsp1_deinit",936,Recursive
"adspmsgd_adsp_deinit",936,Recursive
"cti_init_workloop",936,Recursive
"dog_hb_task",936,Recursive
"fopen",936,Recursive
"fputs",936,Recursive
"glink_state_cb",936,Recursive
"gpi_common_init",936,Recursive
"i2c_qdi_root_invoke",936,Recursive
"i2c_qdi_root_transfer",936,Recursive
"icbarb_init",936,Recursive
"init",936,Recursive
"init_npa_event_callback",936,Recursive
"npa_assign_resource_state",936,Recursive
"npa_enqueue_async_request",936,Recursive
"npa_in_stm_toggle",936,Recursive
"npa_remote_publish_resource",936,Recursive
"npa_remote_publish_resource.1.0_i32__1",936,Recursive
"npa_remote_publish_resources",936,Recursive
"perror",936,Recursive
"power_dtor",936,Recursive
"pwrdb_process_run_req",936,Recursive
"pwrdb_process_test_event_req",936,Recursive
"qmi_ping_service_start",936,Recursive
"qmp_msg_client_close",936,Recursive
"qurt_qdi_generic_invoke",936,Recursive
"qurt_timer_lib_process_timer_expiry",936,Recursive
"qurtos_list_ex_init",936,Recursive
"qurtos_ref_proxy_obj_create",936,Recursive
"rcecb_unregister_name",936,Recursive
"rcecb_unregister_parm0_name",936,Recursive
"rcevt_register_sigex_name",936,Recursive
"rcevt_signal_handle",936,Recursive
"rcevt_signal_name",936,Recursive
"rcevt_unregister_sigex_name",936,Recursive
"rcevt_wait_count_name",936,Recursive
"rcinit_handshake_init",936,Recursive
"rcinit_handshake_startup",936,Recursive
"rcinit_internal_process_groups",936,Recursive
"rcinit_internal_unprocess_groups",936,Recursive
"rcinit_register_termfn_group",936,Recursive
"rcinit_register_termfn_group__merged",936,Recursive
"rcinit_term",936,Recursive
"rfs_tftp_get",936,Recursive
"rfs_tftp_put",936,Recursive
"servreg_loc_init_task",936,Recursive
"servreg_notif_retry_timout_cb",936,Recursive
"servreg_notif_server_disconnect",936,Recursive
"servreg_notif_server_process_req",936,Recursive
"servreg_notif_update_handle",936,Recursive
"servreg_qdi_invoke",936,Recursive
"servreg_qmi_server_init",936,Recursive
"servreg_register_servloc_availability_cb",936,Recursive
"servreg_send_qmi_ind_msg_state_change",936,Recursive
"servreg_service_queue",936,Recursive
"servreg_set_ack",936,Recursive
"servreg_set_state",936,Recursive
"sleepTarget_registerLPRNode",936,Recursive
"sns_root_pd_init",936,Recursive
"spawn_threads",936,Recursive
"sr_qmi_check_upstream_ack",936,Recursive
"sr_qmi_s_deregister_proxy_listener",936,Recursive
"sr_qmi_s_listener_detach",936,Recursive
"sr_qmi_s_register_proxy_listener",936,Recursive
"sr_qmi_set_ack",936,Recursive
"sys_m_signal_modules",936,Recursive
"sysmon_disable",936,Recursive
"sysmon_op_buf_profiler_packet_done",936,Recursive
"time_init",936,Recursive
"timer_drv_group_enable",936,Recursive
"timer_drv_reg",936,Recursive
"timer_drv_resume",936,Recursive
"timer_drv_set_64",936,Recursive
"timer_drv_set_absolute",936,Recursive
"timer_insert",936,Recursive
"timer_insert.1.0",936,Recursive
"timer_process_active_timers",936,Recursive
"timer_qdi_invoke",936,Recursive
"touch_irq_open",936,Recursive
"touch_spi_open",936,Recursive
"uClock_Init",936,Recursive
"ul_int_init",936,Recursive
"vscanf",936,Recursive
"AdspClkMgr_Init",928,Recursive
"Core_WorkLoopProcess",928,Recursive
"DALClock_DisableClock",928,Recursive
"DALClock_DisablePowerDomain",928,Recursive
"DALClock_DisableSource",928,Recursive
"DALClock_EnableClock",928,Recursive
"DALClock_EnableClock__merged",928,Recursive
"DALClock_EnablePowerDomain",928,Recursive
"DALClock_EnableSource",928,Recursive
"DALSYS_DestroyWorkLoopObject",928,Recursive
"HVX_power_ctor",928,Recursive
"PWR_Init",928,Recursive
"RPMhLPR_enter",928,Recursive
"Slp_Init",928,Recursive
"USleepMgr_USleepNode_RegisterCB",928,Recursive
"_ul_fal_driver_fcn",928,Recursive
"_ul_standalone_driver_fcn",928,Recursive
"_ul_update_fcn",928,Recursive
"adspmsgd_init",928,Recursive
"clk_regime_bist",928,Recursive
"cti_workloop",928,Recursive
"dbgr_platform_wait_for_agent_events",928,Recursive
"diag_mmpm_config",928,Recursive
"diag_mmpm_deregister",928,Recursive
"diag_mmpm_release",928,Recursive
"diag_mmpm_release__merged",928,Recursive
"extBwMgr_onAdspToDdrBwVoteUpdate",928,Recursive
"fgets",928,Recursive
"fgetwc",928,Recursive
"getwc",928,Recursive
"getwchar",928,Recursive
"glink_channel_submit_pkt",928,Recursive
"glink_channel_use_rm_intent",928,Recursive
"glink_event_reset",928,Recursive
"glink_lb_server_ctrl_rx_cb",928,Recursive
"glink_lb_server_rx_cb",928,Recursive
"glink_lb_server_rx_helper_cb",928,Recursive
"glink_lb_server_rx_tracer_pkt_cb",928,Recursive
"glink_lb_server_signal_task",928,Recursive
"glink_lb_server_state_cb",928,Recursive
"glink_os_event_clear",928,Recursive
"glink_rx_cb",928,Recursive
"glink_tx_cb",928,Recursive
"glink_tx_thread",928,Recursive
"icbarb_post_init",928,Recursive
"intr_EvtCallbackIsr",928,Recursive
"npa_resources_available_cb",928,Recursive
"prof_diag_qurt_perfmon_handler",928,Recursive
"prof_diag_taskprofile_handler",928,Recursive
"prof_enable_qurt_pmon",928,Recursive
"prof_enable_task_profile",928,Recursive
"prof_qurt_npa_event_register",928,Recursive
"proftp_npa_event_register",928,Recursive
"putc_unlocked",928,Recursive
"putchar_unlocked",928,Recursive
"qdss_ctrl_diag_pkt_handler_ext",928,Recursive
"qdss_ctrl_test_handler",928,Recursive
"qdss_diag_pkt_handler_ext",928,Recursive
"qdss_test_handler",928,Recursive
"qmp_client_init",928,Recursive
"qurt_root_setup",928,Recursive
"qurtos_user_reaper_queue_wait",928,Recursive
"rpmh_create_dal_event",928,Recursive
"rpmh_island_cb",928,Recursive
"scin",928,Recursive
"scin",928,Recursive
"scin",928,Recursive
"scin",928,Recursive
"sleepActive_Init",928,Recursive
"smp2p_os_init_event",928,Recursive
"smp2p_qdi_driver_handle_release",928,Recursive
"smp2p_register",928,Recursive
"sysmon_set_clocks_qdss",928,Recursive
"tftp_timetick_init",928,Recursive
"tftp_utils_init",928,Recursive
"therm_npa_mitigate_init",928,Recursive
"time_timetick_init",928,Recursive
"timer_qdi_release",928,Recursive
"touch_irq_open_uimg",928,Recursive
"touch_platform_close",928,Recursive
"touch_spi_xfer",928,Recursive
"tracer_test",928,Recursive
"tracer_test_api",928,Recursive
"uSleepNode_LPRResourceAvailCB",928,Recursive
"ul_int_post_init",928,Recursive
"ul_request_commit",928,Recursive
"vr_driver_invoke",928,Recursive
"xport_qmp_check_link",928,Recursive
"xport_qmp_isr",928,Recursive
"xport_qmp_tx",928,Recursive
"xport_qmp_tx_cmd_ch_remote_close_ack",928,Recursive
"xport_qmp_tx_cmd_ch_remote_open_ack",928,Recursive
"xport_qmp_tx_cmd_local_rx_done",928,Recursive
"Clock_InitQDSS",920,Recursive
"Core_RegisterContainerWorkLoopEx",920,Recursive
"Core_WorkQueueSignalWorkLoop",920,Recursive
"DALSYS_RegisterWorkLoopEx",920,Recursive
"DALSYS_WorkLoopThreadCreate",920,Recursive
"GPIOIntr_GetTargetData",920,Recursive
"HAP_par_post",920,Recursive
"HWIO_DriverDeInit",920,Recursive
"IPCInt_DalIPCInt_Init",920,Recursive
"InterruptController_DalInterruptController_Init",920,Recursive
"InterruptController_DalInterruptController_RegisterISR",920,Recursive
"InterruptController_DalInterruptController_RegisterIST",920,Recursive
"InterruptController_DeviceInit",920,Recursive
"InterruptController_RegisterISR",920,Recursive
"InterruptController_RegisterIST",920,Recursive
"InterruptController_RegisterInterrupt",920,Recursive
"MM_SignalQ_Create",920,Recursive
"MM_SignalQ_Create_uImg",920,Recursive
"PROGRAM_MONITOR",920,Recursive
"STMTrace_DeviceDeInit",920,Recursive
"SigVerify_start",920,Recursive
"SigVerify_start_Ex",920,Recursive
"_Foprep",920,Recursive
"_Scanf",920,Recursive
"adspmsg_instance",920,Recursive
"adspmsgd_HAP_debug_hook",920,Recursive
"adspmsgd_ctor",920,Recursive
"adspmsgd_deinit",920,Recursive
"apr_pdr_register",920,Recursive
"dbgr_thread_create_helper",920,Recursive
"err_qdi_pdr_records_init",920,Recursive
"err_qdi_pdr_records_user_err_info",920,Recursive
"fastrpc_dsp_open",920,Recursive
"fastrpc_kprocess_createk",920,Recursive
"fastrpc_kthread_create",920,Recursive
"fputc",920,Recursive
"fs_os_init",920,Recursive
"fs_os_timetick_init",920,Recursive
"gen_cb_ctxt_init",920,Recursive
"gets",920,Recursive
"getw",920,Recursive
"glink_events_deinit",920,Recursive
"glink_os_event_signal",920,Recursive
"glink_os_event_signal.1.0",920,Recursive
"glink_os_thread_start",920,Recursive
"glink_rx_cmd_remote_rx_intent_put",920,Recursive
"glink_rx_cmd_remote_rx_intent_put_ext",920,Recursive
"glink_rx_cmd_rx_intent_req_ack",920,Recursive
"glink_rx_cmd_tx_done",920,Recursive
"glink_ssr_rx_cb",920,Recursive
"glink_ssr_rx_intent_cb",920,Recursive
"glink_tx_resume",920,Recursive
"glinki_queue_intent",920,Recursive
"gpi_spawn_thread",920,Recursive
"internal_map_name",920,Recursive
"internal_map_name",920,Recursive
"internal_map_name",920,Recursive
"ipc_router_xal_glink_open",920,Recursive
"ipc_router_xal_glink_os_init",920,Recursive
"loaded_process_load",920,Recursive
"loader_opener_invoke",920,Recursive
"mbserver_create",920,Recursive
"mbserver_thread",920,Recursive
"pd_mon_set_servreg_handle",920,Recursive
"pd_mon_spawn",920,Recursive
"power_ctor",920,Recursive
"prof_disable_task_profile",920,Recursive
"putc",920,Recursive
"putchar",920,Recursive
"pwrdb_diag_event_listener",920,Recursive
"pwrdb_lazy_timer_cb",920,Recursive
"pwrdb_process_cmd_clk_output_gpio",920,Recursive
"pwrdb_process_commands",920,Recursive
"pwrdb_process_event",920,Recursive
"pwrdb_program_clk_test_reg",920,Recursive
"pwrdb_task_cmd_process",920,Recursive
"qdss_filter_stm_handler",920,Recursive
"qmi_cci_os_log_error",920,Recursive
"qmi_cci_rx_cb",920,Recursive
"qmi_csi_event_cb",920,Recursive
"qmi_csi_os_log_error",920,Recursive
"qmi_csi_rx_cb",920,Recursive
"qurt_thread_create",920,Recursive
"qurt_tracer_debugtrace_listener_init",920,Recursive
"qurt_tracer_init",920,Recursive
"qurtos_extended_grow",920,Recursive
"ramfs_file_list_release",920,Recursive
"rce_init",920,Recursive
"rcecb_create_name",920,Recursive
"rcecb_getregistrants_name",920,Recursive
"rcecb_init",920,Recursive
"rcecb_register_name",920,Recursive
"rcecb_register_parm0_name",920,Recursive
"rcecb_register_parm0_name__merged",920,Recursive
"rcecb_register_parm1_name",920,Recursive
"rcecb_register_parm2_name",920,Recursive
"rcecb_signal_name_timetick",920,Recursive
"rcecb_unregister_parm1_name",920,Recursive
"rcesn_create_name",920,Recursive
"rcesn_init",920,Recursive
"rcevt_create_name",920,Recursive
"rcevt_getcount_name",920,Recursive
"rcevt_getregistrants_name",920,Recursive
"rcevt_init",920,Recursive
"rcinit_initfn_spawn_task",920,Recursive
"rcinit_internal_start_daltask",920,Recursive
"rcinit_internal_start_qurttask",920,Recursive
"registerWorkLoop",920,Recursive
"rfs_tftp_get_debug",920,Recursive
"rfs_tftp_get_helper",920,Recursive
"rfs_tftp_put_debug",920,Recursive
"rfs_tftp_put_helper",920,Recursive
"rfs_tftp_stat",920,Recursive
"rfs_tftp_unlink",920,Recursive
"servreg_alloc_monitor_handle",920,Recursive
"servreg_delete_qdi_notif_list",920,Recursive
"servreg_deregister_listener",920,Recursive
"servreg_deregister_remote_listener",920,Recursive
"servreg_qdi_release",920,Recursive
"servreg_register_listener",920,Recursive
"servreg_register_remote_listener",920,Recursive
"servreg_register_sync_notif_cb",920,Recursive
"setbuf",920,Recursive
"setvbuf",920,Recursive
"sleepActive_ResourceAvailCB",920,Recursive
"smp2p_os_timetick_init",920,Recursive
"sscanf",920,Recursive
"sys_m_listen_root_init",920,Recursive
"sysmon_dcvs_prof_timer_skewed_cb",920,Recursive
"sysmon_enable",920,Recursive
"sysmon_qxdm_diagpkt_handler",920,Recursive
"sysmon_register_user_pmu_events",920,Recursive
"sysmon_user_mode_disable",920,Recursive
"tms_utils_vote_init",920,Recursive
"touch_convert_epoch_time",920,Recursive
"touch_file_read",920,Recursive
"touch_file_write",920,Recursive
"touch_irq_close",920,Recursive
"u2g_server_new",920,Recursive
"uATS_init",920,Recursive
"uGPIOInt_Init",920,Recursive
"uInterruptController_Init",920,Recursive
"uTimetick_Init",920,Recursive
"vsscanf",920,Recursive
"AxiCfgInt_Commit",912,Recursive
"AxiCfgInt_CommitSingle",912,Recursive
"BusMgr_Init",912,Recursive
"Bus_Init",912,Recursive
"CTI_Wakeup_Handler",912,Recursive
"ClkRgm_Init",912,Recursive
"ClkRgm_RequestPower",912,Recursive
"Clock_BIST",912,Recursive
"Clock_EnableClock",912,Recursive
"Clock_EnableClockDomain",912,Recursive
"Clock_EnableSource",912,Recursive
"Clock_EnableSourceInternal",912,Recursive
"Clock_EnableSourceInternal.1.2_i8_0",912,Recursive
"Clock_EnableSourceOutputs",912,Recursive
"Clock_InitCPU",912,Recursive
"Clock_InitNPA",912,Recursive
"Clock_InitSource",912,Recursive
"Clock_InitVoltage",912,Recursive
"Clock_NPACPUNASEventCallback",912,Recursive
"Clock_NPACPUSetFrequency",912,Recursive
"Clock_SetClockConfig",912,Recursive
"Clock_SetClockFrequency",912,Recursive
"Clock_SourceOn",912,Recursive
"Clock_TestClock",912,Recursive
"Core_WorkQueueCreate",912,Recursive
"Core_WorkQueueInsert",912,Recursive
"Core_WorkQueuePut",912,Recursive
"DALClock_SetClockFrequency",912,Recursive
"DALSYS_EventCtrlEx",912,Recursive
"DALSYS_EventCtrlEx.1.1_i32_256.2_i32_0.3.4_i32_0",912,Recursive
"DALSYS_EventCtrlEx.1.1_i32_256.2_i32_0.3.4_i32_0",912,Recursive
"GPIOIntr_Isr",912,Recursive
"GPIOIntr_RunIsr",912,Recursive
"Intr_Init",912,Recursive
"MIPS_Init",912,Recursive
"MMPM_Deregister_Ext",912,Recursive
"MM_Memory_InitializeCheckPoint",912,Recursive
"PWR_ProcessRequest",912,Recursive
"QDI_Adsppm_Invocation",912,Recursive
"QDI_Adsppm_Release",912,Recursive
"QDSS_IslandExit",912,Recursive
"Timetick_DalTimetick_UpdateFreq",912,Recursive
"Timetick_UpdateFreq",912,Recursive
"VCS_RPMhRailImplInitImpl",912,Recursive
"VCS_RPMhRailImplSetCorner",912,Recursive
"_npa_post_async_events",912,Recursive
"add_explicit_cmd_set_for_sleep",912,Recursive
"free_island_thread_resources",912,Recursive
"fwscanf",912,Recursive
"glink_link_state_cb",912,Recursive
"glink_os_send_interrupt",912,Recursive
"hwsolver_init",912,Recursive
"internal_wait_common",912,Recursive
"mem_pool_alloc",912,Recursive
"npa_alias_resource_cb",912,Recursive
"npa_create_custom_event",912,Recursive
"npa_create_event_cb",912,Recursive
"npa_create_node",912,Recursive
"npa_define_node_cb",912,Recursive
"npa_define_node_cb.1.1.3",912,Recursive
"npa_define_node_cb.1.2.3",912,Recursive
"npa_define_node_continuation",912,Recursive
"npa_destroy_event_handle",912,Recursive
"npa_new_event",912,Recursive
"npa_resource_available_cb",912,Recursive
"npa_resource_available_cb.1.2",912,Recursive
"npa_resources_available_continuation",912,Recursive
"npa_update_resource_state",912,Recursive
"pm_prm_clk_populate_sets",912,Recursive
"pm_prm_clk_update_fcn",912,Recursive
"pm_prm_nas_cb_scalar",912,Recursive
"pm_prm_nas_cb_vector",912,Recursive
"pm_prm_pam_driver_fcn",912,Recursive
"pm_prm_process_rsrc",912,Recursive
"pm_prm_scalar_driver_fcn",912,Recursive
"pm_prm_update_vector",912,Recursive
"pm_prm_vreg_populate_sets",912,Recursive
"pm_prm_vreg_update_fcn",912,Recursive
"pm_rpmh_post_set",912,Recursive
"pm_xo_driver_fcn",912,Recursive
"pm_xo_nas_cb",912,Recursive
"pm_xo_node_init",912,Recursive
"process_reaper_entry",912,Recursive
"process_rpmh_requests",912,Recursive
"proftp_npa_event_deregister",912,Recursive
"pwrMgr_targetInit",912,Recursive
"pwrdb_process_version_req",912,Recursive
"pwrdb_task_cmd_send",912,Recursive
"qdss_qmi_ctrl_tracer_get_entity_h",912,Recursive
"qdss_usleep_notification",912,Recursive
"qurtos_add_uc_mapping",912,Recursive
"qurtos_qdi_mmap",912,Recursive
"qurtos_qdi_mmap_remote",912,Recursive
"qurtos_ref_proxy_obj_add",912,Recursive
"qurtos_ref_proxy_obj_invoke",912,Recursive
"qurtos_ref_proxy_obj_release",912,Recursive
"qurtos_ref_proxy_obj_remove",912,Recursive
"qurtos_remove_uc_mapping",912,Recursive
"qurtos_thread_iterator_create",912,Recursive
"ramfs_file_list_add",912,Recursive
"rcesn_signal_handle",912,Recursive
"rcesn_signal_handle_timetick",912,Recursive
"rcevt_wait_count_handle",912,Recursive
"rcinit_worker",912,Recursive
"rfs_tftp_read",912,Recursive
"rpmh_enter_sleep",912,Recursive
"rpmh_issue_command",912,Recursive
"rpmh_issue_command_set",912,Recursive
"rpmh_resource_command_init",912,Recursive
"rpmh_set_dal_event",912,Recursive
"sleepLPR_initialize",912,Recursive
"smem_os_map_hwio_region",912,Recursive
"smp2p_os_send_event",912,Recursive
"smp2pi_process_new_entries",912,Recursive
"smp2pi_process_new_rx_entries",912,Recursive
"therm_qmi_dev_disconnect",912,Recursive
"therm_qmi_dev_process_req",912,Recursive
"timeoutCB",912,Recursive
"timer_drv_clr_64",912,Recursive
"timer_drv_clr_osal_thread_timers",912,Recursive
"timer_drv_delete_process_timers",912,Recursive
"timer_drv_group_disable",912,Recursive
"timer_drv_group_set_deferrable",912,Recursive
"timer_drv_pause",912,Recursive
"timer_drv_undef",912,Recursive
"timer_notify_first_non_defer_timer_expiry_change",912,Recursive
"timer_remove",912,Recursive
"timer_set_get_cmd_buf",912,Recursive
"timer_update_first_active_non_deferrable_timer",912,Recursive
"timetick_sclk64_init",912,Recursive
"tms_timetick_init",912,Recursive
"touch_get_time",912,Recursive
"touch_spi_close",912,Recursive
"touch_timer_open",912,Recursive
"uSleepNode_initialize",912,Recursive
"uSleepTrans_completeTransitionToNormalMode",912,Recursive
"uSleepTrans_performNormalModeTransition",912,Recursive
"ul_issue_resource_request",912,Recursive
"wrap_mem_region",912,Recursive
"xport_qmp_tx_cmd_ch_open",912,Recursive
"AHBM_Init",904,Recursive
"API_doClientCallback",904,Recursive
"AxiCfgOs_Init",904,Recursive
"ClientIdListRemoveItem",904,Recursive
"Clock_DriverDeInit",904,Recursive
"DALClock_DriverDeInit",904,Recursive
"DALSYS_DestroyEventObject",904,Recursive
"DALSYS_DestroyObject",904,Recursive
"DALSYS_Init",904,Recursive
"DALSYS_InitMod",904,Recursive
"GPIOIntQDI_Init",904,Recursive
"GPIOInt_Init",904,Recursive
"HWEvent_DeviceDeInit",904,Recursive
"HWEvent_SetRegister",904,Recursive
"HWIO_DalHWIO_MapRegion",904,Recursive
"HWIO_DalHWIO_MapRegionByAddress",904,Recursive
"HWIO_DalHWIO_UnMapRegion",904,Recursive
"HWIO_UnMapRegion",904,Recursive
"IPCInt_DeviceInit",904,Recursive
"QDSS_IslandEnter",904,Recursive
"STMCfg_DeviceDeInit",904,Recursive
"STMTrace_FreePort",904,Recursive
"TLMM_DalTlmm_Init",904,Recursive
"TMC_DeviceDeInit",904,Recursive
"Timetick_DalTimetick_DeInit",904,Recursive
"Timetick_DeviceDeInit",904,Recursive
"ULogCore_SetTransportToStm",904,Recursive
"ULogCore_SetTransportToStmAscii",904,Recursive
"_Fwprep",904,Recursive
"_WFwprep",904,Recursive
"__assert",904,Recursive
"_pthread_stub",904,Recursive
"bam_drv_init",904,Recursive
"bam_osal_init",904,Recursive
"clk_regime_init",904,Recursive
"clk_regime_init_nv",904,Recursive
"closeall",904,Recursive
"configure_pmu_events",904,Recursive
"fprintf",904,Recursive
"fread",904,Recursive
"fwprintf",904,Recursive
"glink_event_create",904,Recursive
"glink_event_create.1.2_i8_2",904,Recursive
"glink_event_destroy",904,Recursive
"glink_event_destroy.1.1_i8_2",904,Recursive
"glink_events_init",904,Recursive
"gpi_ee_init",904,Recursive
"pd_dump_device_invocation",904,Recursive
"pwrdb_open_DAL_TLMM",904,Recursive
"pwrdb_process_script_req",904,Recursive
"pwrdb_unpack_cmd",904,Recursive
"pwrdb_unpack_script_commands",904,Recursive
"qdi_uart_invocation",904,Recursive
"qdss_qmi_ctrl_tracer_set_entity_h",904,Recursive
"qdss_stm_trace_disable",904,Recursive
"qdss_stm_trace_enable",904,Recursive
"qmi_cci_event_cb",904,Recursive
"qmi_client_send_msg_sync.1.1_i32_32.3_i32_66.5_i32_16.6_i32_1000",904,Recursive
"qurtos_cb_onspawn_invocation",904,Recursive
"qurtos_mmap_region_release",904,Recursive
"qurtos_queue_list_receive",904,Recursive
"qurtos_queue_list_send",904,Recursive
"qurtos_register_callback_onspawn",904,Recursive
"qurtos_wait",904,Recursive
"qurtos_wait_invocation",904,Recursive
"reaper_entry",904,Recursive
"rfs_close",904,Recursive
"smp2p_deregister",904,Recursive
"smp2p_destroy",904,Recursive
"smp2p_os_deinit_event",904,Recursive
"sys_m_shutdown_terminate_in_STM",904,Recursive
"sysmon_configure_timer_for_hfw",904,Recursive
"sysmon_dcvs_adsppm_vote_update_signal_handler",904,Recursive
"sysmon_dcvs_state_change_request_signal_handler",904,Recursive
"touch_file_close",904,Recursive
"touch_qdss_tracer_register",904,Recursive
"tzset",904,Recursive
"uSleepTarget_enableSpmClock",904,Recursive
"uSleepTarget_initialize",904,Recursive
"uart_close",904,Recursive
"uart_open",904,Recursive
"user_loader_release",904,Recursive
"vfwscanf",904,Recursive
"vr_driver_release",904,Recursive
"HAL_dogRegisterBark",896,Recursive
"MM_CriticalSection_Create",896,Recursive
"MM_CriticalSection_Create_uImg",896,Recursive
"MM_Heap_CheckCorruption",896,Recursive
"MM_SignalQ_Release",896,Recursive
"MM_SignalQ_Release_uImg",896,Recursive
"_GLOBAL__sub_I_lowi_client_factory.cpp",896,Recursive
"_GLOBAL__sub_I_lowi_ranging.cpp",896,Recursive
"__cxa_atexit",896,Recursive
"atexit",896,Recursive
"callback_onspawn_release",896,Recursive
"cpmOnClientManagerUpdate",896,Recursive
"ext_callback_release",896,Recursive
"ext_extrafile_release",896,Recursive
"free_main_thread_resources",896,Recursive
"free_spawn_thread_resources",896,Recursive
"fseek",896,Recursive
"fseeko",896,Recursive
"internal_register_sigex_add",896,Recursive
"internal_register_sigex_add",896,Recursive
"mem_pool_remove",896,Recursive
"mem_region_queryK",896,Recursive
"mem_region_wrap_release",896,Recursive
"mem_static_wrap_invoke",896,Recursive
"open_angel_release",896,Recursive
"pd_elf_prgtab_write",896,Recursive
"pd_elf_rfs_write_all",896,Recursive
"pd_elf_sectab_write",896,Recursive
"pd_elf_write",896,Recursive
"qdss_qmi_ctrl_etm_set_h",896,Recursive
"qdss_qmi_ctrl_etm_set_h__merged",896,Recursive
"qdss_qmi_ctrl_etm_set_rpm_h",896,Recursive
"qdss_qmi_ctrl_tracer_get_swevt_h",896,Recursive
"qurt_timer_lib_process_sleep_callback",896,Recursive
"qurtos_heap_init",896,Recursive
"qurtos_island_free",896,Recursive
"qurtos_island_heap_init",896,Recursive
"qurtos_island_malloc",896,Recursive
"qurtos_mmapper_release",896,Recursive
"qurtos_process_kill_client",896,Recursive
"qurtos_queue_list_destroy",896,Recursive
"qurtos_space_inform_process_exit",896,Recursive
"qurtos_thread_iterator_release",896,Recursive
"qurtos_user_client_exitsignal_set",896,Recursive
"qurtos_usermalloc_release",896,Recursive
"rce_nde_pool_alloc",896,Recursive
"rce_nfy_pool_alloc",896,Recursive
"rce_nfy_pool_alloc__merged",896,Recursive
"rcecb_register_parm0_handle",896,Recursive
"rcecb_register_parm1_handle",896,Recursive
"rcecb_register_parm2_handle",896,Recursive
"rcesn_register_sigex_handle",896,Recursive
"rcevt_register_sigex_handle",896,Recursive
"reaper_waiter_release",896,Recursive
"rfs_tftp_write",896,Recursive
"scin",896,Recursive
"scin",896,Recursive
"scin",896,Recursive
"scin",896,Recursive
"servreg_get_qdi_notif_node_state_change",896,Recursive
"signal",896,Recursive
"smem_part_get_addr",896,Recursive
"sysmon_configure_timer_for_lfw",896,Recursive
"tftp_client_allocate_slot",896,Recursive
"tftp_client_config_get",896,Recursive
"tftp_client_detect_server",896,Recursive
"tftp_client_free_slot",896,Recursive
